BF2 CO in BF Gas(%),BF2 CO2 in BF Gas (%),BF2 H2 in BF Gas (%),BF2 TUYERE VELOCITY,BF2_BFBD Flare Stack Bypass Pressure,BF2_BFBD Flare Stack Pressure,BF2_BFBD Furnace Body 12975mm Temp A,BF2_BFBD Furnace Body 12975mm Temp B,BF2_BFBD Furnace Body 12975mm Temp C,BF2_BFBD Furnace Body 12975mm Temp D,BF2_BFBD Furnace Body 15162mm Temp A,BF2_BFBD Furnace Body 15162mm Temp B,BF2_BFBD Furnace Body 15162mm Temp C,BF2_BFBD Furnace Body 15162mm Temp D,BF2_BFBD Furnace Body 18660mm Temp A,BF2_BFBD Furnace Body 18660mm Temp B,BF2_BFBD Furnace Body 18660mm Temp C,BF2_BFBD Furnace Body 18660mm Temp D,BF2_BFBD Furnace Body 4373mm Temp A,BF2_BFBD Furnace Body 4373mm Temp B,BF2_BFBD Furnace Body 4373mm Temp C,BF2_BFBD Furnace Body 4373mm Temp D,BF2_BFBD Furnace Body 4373mm Temp E,BF2_BFBD Furnace Body 4373mm Temp F,BF2_BFBD Furnace Body 4373mm Temp G,BF2_BFBD Furnace Body 5411mm Temp A,BF2_BFBD Furnace Body 5411mm Temp B,BF2_BFBD Furnace Body 5411mm Temp C,BF2_BFBD Furnace Body 5411mm Temp D,BF2_BFBD Furnace Body 5411mm Temp E,BF2_BFBD Furnace Body 5411mm Temp F,BF2_BFBD Furnace Body 5411mm Temp G,BF2_BFBD Furnace Body 5411mm Temp H,BF2_BFBD Furnace Body 5411mm Temp I,BF2_BFBD Furnace Body 5411mm Temp J,BF2_BFBD Furnace Body 5411mm Temp K,BF2_BFBD Furnace Body 5411mm Temp L,BF2_BFBD Furnace Body 5411mm Temp M,BF2_BFBD Furnace Body 5757mm Temp A,BF2_BFBD Furnace Body 5757mm Temp B,BF2_BFBD Furnace Body 5757mm Temp C,BF2_BFBD Furnace Body 5757mm Temp D,BF2_BFBD Furnace Body 5757mm Temp E,BF2_BFBD Furnace Body 5757mm Temp F,BF2_BFBD Furnace Body 5757mm Temp G,BF2_BFBD Furnace Body 5757mm Temp H,BF2_BFBD Furnace Body 5757mm Temp I,BF2_BFBD Furnace Body 5757mm Temp J,BF2_BFBD Furnace Body 5757mm Temp K,BF2_BFBD Furnace Body 5757mm Temp L,BF2_BFBD Furnace Body 5757mm Temp M,BF2_BFBD Furnace Body 6103mm Temp A,BF2_BFBD Furnace Body 6103mm Temp B,BF2_BFBD Furnace Body 6103mm Temp C,BF2_BFBD Furnace Body 6103mm Temp D,BF2_BFBD Furnace Body 6103mm Temp E,BF2_BFBD Furnace Body 6103mm Temp F,BF2_BFBD Furnace Body 6103mm Temp G,BF2_BFBD Furnace Body 6103mm Temp H,BF2_BFBD Furnace Body 6103mm Temp I,BF2_BFBD Furnace Body 6103mm Temp J,BF2_BFBD Furnace Body 6103mm Temp K,BF2_BFBD Furnace Body 6103mm Temp L,BF2_BFBD Furnace Body 6103mm Temp M,BF2_BFBD Furnace Body 6795mm Temp A,BF2_BFBD Furnace Body 6795mm Temp B,BF2_BFBD Furnace Body 6795mm Temp C,BF2_BFBD Furnace Body 6795mm Temp D,BF2_BFBD Furnace Body 6795mm Temp E,BF2_BFBD Furnace Body 6795mm Temp F,BF2_BFBD Furnace Body 6795mm Temp G,BF2_BFBD Furnace Body 6795mm Temp H,BF2_BFBD Furnace Body 6795mm Temp I,BF2_BFBD Furnace Body 6795mm Temp J,BF2_BFBD Furnace Body 6795mm Temp K,BF2_BFBD Furnace Body 6795mm Temp L,BF2_BFBD Furnace Body 7565mm Temp A,BF2_BFBD Furnace Body 7565mm Temp B,BF2_BFBD Furnace Body 7565mm Temp C,BF2_BFBD Furnace Body 7565mm Temp D,BF2_BFBD Furnace Body 7565mm Temp E,BF2_BFBD Furnace Body 7565mm Temp F,BF2_BFBD Furnace Body 7565mm Temp G,BF2_BFBD Furnace Body 7565mm Temp H,BF2_BFBD Furnace Body 7565mm Temp I,BF2_BFBD Furnace Body 7565mm Temp J,BF2_BFBD Furnace Body 7565mm Temp K,BF2_BFBD Furnace Body 7565mm Temp L,BF2_BFBD Furnace Body 7565mm Temp M,BF2_BFBD Furnace Body 7565mm Temp N,BF2_BFBD Furnace Body 8335mm Temp A,BF2_BFBD Furnace Body 8335mm Temp B,BF2_BFBD Furnace Body 8335mm Temp C,BF2_BFBD Furnace Body 8335mm Temp D,BF2_BFBD Furnace Body 8335mm Temp E,BF2_BFBD Furnace Body 8335mm Temp F,BF2_BFBD Furnace Body 8335mm Temp G,BF2_BFBD Furnace Body 8335mm Temp H,BF2_BFBD Furnace Body 8335mm Temp I,BF2_BFBD Furnace Body 8335mm Temp J,BF2_BFBD Furnace Body 8335mm Temp K,BF2_BFBD Furnace Body 8335mm Temp L,BF2_BFBD Furnace Body 8335mm Temp M,BF2_BFBD Furnace Body 8335mm Temp N,BF2_BFBD Furnace Body 9105mm Temp A,BF2_BFBD Furnace Body 9105mm Temp B,BF2_BFBD Furnace Body 9105mm Temp C,BF2_BFBD Furnace Body 9105mm Temp D,BF2_BFBD Furnace Body 9105mm Temp E,BF2_BFBD Furnace Body 9105mm Temp F,BF2_BFBD Furnace Body 9105mm Temp G,BF2_BFBD Furnace Body 9105mm Temp H,BF2_BFBD Furnace Body 9105mm Temp I,BF2_BFBD Furnace Body 9105mm Temp J,BF2_BFBD Furnace Body 9105mm Temp K,BF2_BFBD Furnace Body 9105mm Temp L,BF2_BFBD Furnace Body Cooling Water Bosh and Belly Flow,BF2_BFBD Furnace Body Cooling Water Bosh and Belly Flow - Process,BF2_BFBD Furnace Body Cooling Water Bosh and Belly Pressure,BF2_BFBD Furnace Body Cooling Water Bottom Flow,BF2_BFBD Furnace Body Cooling Water Bottom Flow - Process,BF2_BFBD Furnace Body Cooling Water Bottom Outlet 1 Temp,BF2_BFBD Furnace Body Cooling Water Bottom Outlet 2 Temp,BF2_BFBD Furnace Body Cooling Water Bottom Pressure,BF2_BFBD Furnace Body Cooling Water Hearth Flow,BF2_BFBD Furnace Body Cooling Water Hearth Flow - Process,BF2_BFBD Furnace Body Cooling Water Hearth Pressure,BF2_BFBD Furnace Body Cooling Water Lower Stack Flow,BF2_BFBD Furnace Body Cooling Water Lower Stack Flow - Process,BF2_BFBD Furnace Body Cooling Water Lower Stack Pressure,BF2_BFBD Furnace Body Cooling Water Mains Pressure,BF2_BFBD Furnace Body Cooling Water Mains Temp,BF2_BFBD Furnace Body Cooling Water Upper Shaft Flow,BF2_BFBD Furnace Body Cooling Water Upper Shaft Flow - Process,BF2_BFBD Furnace Body Cooling Water Upper Shaft Pressure,BF2_BFBD Tuyere Nose Cooling Water Mains Flow,BF2_BFBD Tuyere Nose Cooling Water Mains Flow - Process,BF2_BFBD Tuyere Nose Cooling Water Mains Pressure,BF2_BFBD Tuyere Nose Cooling Water Mains Temp,BF2_BFBD Tuyere Nose Cooling Water Supply Pipes Temp A,BF2_BFBD Tuyere Nose Cooling Water Supply Pipes Temp B,BF2_BFBD Tuyere Nose Cooling Water Supply Pipes Temp C,BF2_BFBD Tuyere Nose Cooling Water Supply Pipes Temp D,BF2_BFBD Tuyere Nose Cooling Water Supply Pipes Temp E,BF2_BFBD Tuyere Nose Cooling Water Supply Pipes Temp F,BF2_BFBD Tuyere Nose Cooling Water Supply Pipes Temp G,BF2_BFBD Tuyere Nose Cooling Water Supply Pipes Temp H,BF2_BFBD Tuyere Nose Cooling Water Supply Pipes Temp I,BF2_BFBD Tuyere Nose Cooling Water Supply Pipes Temp J,BF2_BFBD Tuyere Nose Cooling Water Supply Pipes Temp K,BF2_BFBD Tuyere Nose Cooling Water Supply Pipes Temp L,BF2_BFBD Tuyere Nose Cooling Water Supply Pipes Temp M,BF2_BFBD Tuyere Nose Cooling Water Supply Pipes Temp N,BF2_BFBD Tuyere Nose Cooling Water Supply Pipes Temp O,BF2_BFBD Tuyere Nose Cooling Water Supply Pipes Temp P,BF2_BFBD Tuyere Nose Cooling Water Supply Pipes Temp Q,BF2_BFBD Tuyere Nose Cooling Water Supply Pipes Temp R,BF2_BODY_BOTTOM DP,BF2_BODY_ETACO,BF2_BODY_PERMEABILITY,BF2_BODY_RAFT,BF2_BODY_TOP DP,BF2_BODY_TOTAL DP,BF2_PROC Hot Blast Pressure,BF2_PROC Hot Blast Temp,BF2_PROC Hot Blast Temp Spare,BF2_PROC Hot Blast Volume,BF2_PROC Network Pressure,BF2_PROC Radar Stock Rod Level,BF2_PROC Stock Rod 1 Position,BF2_PROC Stock Rod 2 Position,BF2_PROC Top Pressure 1,BF2_PROC Top Pressure 2,BF2_PROC Top Pressure 3,BF2_PROC Top Pressure 4,BF2_PROC Top Pressure Average,BF2_PROC Top Temp 1,BF2_PROC Top Temp 2,BF2_PROC Top Temp 3,BF2_PROC Top Temp 4,BF2_PROC Top Temp Average,DELTA T avg  Row6-10 Q1 (Stave 1-8),Delta T avg of Row 10,Delta T avg of Row 6,Delta T avg of Row 7,Delta T avg of Row 8,Delta T avg of Row 9,DELTA T avg Row6-10 Q2(Stave 9-16),DELTA T avg Row6-10 Q3(Stave 17-24),DELTA T avg Row6-10 Q3(Stave 25-32),Heat load R10 Q1(Stave No  1-8),Heat load R10 Q2(Stave No  9-16),Heat load R10 Q3(Stave No  17-24),Heat load R10 Q4(Stave No  25-32),Heat load R6 Q1 (Stave No  1-8),Heat load R6 Q2(Stave No  9-16),Heat load R6 Q3(Stave No  17-24),Heat load R6 Q4(Stave No  25-32),Heat load R7 Q1 (Stave No  1-8),Heat load R7 Q2(Stave No  9-16),Timelogged
24.86979,17.58681,3.463542,201.9456,1134.259,1164.352,99.4,44.4,76.3,182.3,46.5,0,47.1,43.9,41.3,48.1,44.6,51.1,58.7,57.2,56.9,56.7,38,58.4,53.3,147,320.5,360.5,171.7,339.2,137.8,316.6,130.7,305.2,153.6,334.3,139.6,314.1,205,438.8,466.7,202.7,421.6,185.8,429,168.2,0,188.8,425.7,203.3,450.1,65.8,99,598.4,151.1,176,87.2,117.1,79.5,110.7,0,0,93,816.3,138.7,177.5,210.6,242.1,106.7,-76.2,105.3,150.6,0,0,116.3,179.1,119.7,188.3,195.1,230,345.8,0,89.2,147.6,0,0,0,348.5,130.4,200.6,105.2,155.3,224,253.7,102.2,148.2,110.2,149.1,0,44.3,0,236.9,115.4,169.2,106.4,156.1,276.3,309.6,110.5,161,125.5,183.2,0,0,103.4,147.6,1012.731,1012.731,2.115741,206.5104,206.5104,22.5,0,1.671296,886.8055,886.8055,2.037037,352.662,352.662,1.476852,4.314815,23.3,249.537,249.537,1.486111,552.9514,552.9514,7.790799,23.4,28.1,27.6,27.8,27.6,28.2,27.8,27.1,27.8,27.9,27,27,25.9,29.1,25.2,28.1,28,27.4,27.6,1.007523,41.41456,8.686209,2221.116,0.281684,1.289207,2.640336,1099.9,693.3,94506.02,1164.352,1.013021,-0.5088525,-0.5262295,1.351563,1.355035,1.346354,1.351563,1.351346,213,262.8,247.4,206.1,232.525,0.2760781,1.537501,3.620833,1.295596,1.234822,3.10625,0.3262741,0.2359213,0.2359213,2.294668,2.421121,1.78359,2.497419,1.126858,1.047549,0.4560307,1.04094,0.09913716,0.138792,TODAY
